,Unnamed: 0,id,EVENTMSGTYPE,x,y,z,game_clock,rankc
4680,207298,0021500151_246,2,10.23935,33.279090000000004,10.47011,12.66,31
4681,207344,0021500151_27,2,7.244339999999999,23.9542,10.53381,393.5,42
4682,207384,0021500151_28,1,6.70175,23.775170000000003,11.1437,386.06,32
4683,207416,0021500151_36,1,6.478330000000001,25.1019,10.794080000000001,277.94,30
4684,207455,0021500151_39,2,6.4253,24.52119,11.031830000000001,248.7,31
4685,207510,0021500151_52,2,4.4962,22.54796,10.72075,119.5,50
4686,207543,0021500151_56,2,6.02219,25.57743,10.83216,75.05,29
4687,207595,0021500151_61,2,4.46216,31.34784,10.72847,38.14,50
4688,207653,0021500151_72,2,9.6215,25.01623,10.4333,667.78,54
4689,207688,0021500151_83,1,6.05008,24.49438,10.42523,524.18,29
4690,207720,0021500151_91,1,6.06205,25.1412,10.94994,381.86,30
4691,207772,0021500152_108,2,5.64456,26.39505,10.45158,191.46,49
4692,207808,0021500152_109,2,5.54172,24.12784,10.79987,180.54,34
4693,207859,0021500152_11,2,7.325189999999999,26.694670000000002,10.66655,607.49,49
4694,207894,0021500152_110,1,5.37944,24.7866,10.73059,171.02,31
4695,207953,0021500152_115,2,6.57193,26.311259999999997,10.48016,101.61,47
4696,208010,0021500152_119,2,10.83618,31.61572,10.47505,38.29,46
4697,208086,0021500152_12,2,7.7385600000000005,28.29901,10.56377,586.27,65
4698,208134,0021500152_120,2,12.94298,28.08359,10.551919999999999,32.33,45
4699,208200,0021500152_127,2,5.9454,29.14347,10.57648,677.43,58
4700,208263,0021500152_131,2,4.38162,27.37786,10.74135,619.75,58
4701,208325,0021500152_133,2,11.39547,24.095,10.41183,559.79,60
4702,208359,0021500152_138,2,4.69072,24.18842,10.65099,504.26,30
4703,208392,0021500152_139,1,5.61639,25.183329999999998,10.5957,496.1,29
4704,208426,0021500152_140,1,6.16637,24.942120000000003,10.98088,478.53,31
4705,208459,0021500152_143,1,5.80962,24.977610000000002,10.734869999999999,456.4,29
4706,208484,0021500152_159,2,4.62328,25.7427,10.552430000000001,321.91,22
4707,208525,0021500152_160,2,7.30876,24.86253,10.45134,317.87,39
4708,208571,0021500152_169,2,5.36381,26.72751,10.58159,219.75,41
4709,208616,0021500152_174,2,4.42687,26.64903,10.43055,148.45,37
4710,208653,0021500152_178,1,5.437819999999999,24.43212,10.69107,82.11,32
4711,208685,0021500152_182,2,7.428730000000001,25.68151,12.6398,29.41,30
4712,208711,0021500152_185,1,5.4610199999999995,25.54322,10.94411,656.6,26
4713,208747,0021500152_188,1,5.75261,25.280479999999997,10.99713,614.76,29
